Invoice_ID,Customer_ID,Invoice_Date,Due_Date,Paid_Date,Invoice_Value,Payment_Terms,Days_Late,Invoice_Status,Reminder_Count,Disputed_Flag,Write_Off_Flag,Cash_Flow_Risk_Flag,Month,Quarter,,Extract Date
200728,C078,14/07/2025,13/08/2025,12/10/2025,6512,30,60,Seriously Late,2,,,High,Jul,2025,,
200729,C079,14/07/2025,13/08/2025,13/08/2025,1390,30,0,On Time,0,,,Low,Jul,2025,,
200730,C080,14/07/2025,13/08/2025,13/08/2025,3907,30,0,On Time,0,,,Low,Jul,2025,,
200731,C081,14/07/2025,13/08/2025,16/08/2025,2409,30,3,Paid Late,0,,,Low,Jul,2025,,
200732,C082,14/07/2025,13/08/2025,14/08/2025,4527,30,1,Paid Late,0,,,Low,Jul,2025,,
200733,C083,14/07/2025,13/08/2025,12/08/2025,2171,30,0,On Time,0,,,Low,Jul,2025,,
200734,C084,14/07/2025,13/08/2025,13/08/2025,3562,30,0,On Time,0,,,Low,Jul,2025,,
200735,C085,14/07/2025,13/08/2025,14/08/2025,2633,30,1,Paid Late,0,,,Low,Jul,2025,,
200736,C086,14/07/2025,13/08/2025,17/09/2025,3955,30,35,Seriously Late,1,,,High,Jul,2025,,
200737,C095,14/07/2025,13/08/2025,27/10/2025,340,30,75,Seriously Late,2,,,High,Jul,2025,,
200738,C096,14/07/2025,13/08/2025,18/08/2025,4945,30,5,Paid Late,0,,,Low,Jul,2025,,
200739,C097,15/07/2025,14/08/2025,14/08/2025,1878,30,0,On Time,0,,,Low,Jul,2025,,
200740,C098,15/07/2025,14/08/2025,13/08/2025,4991,30,0,On Time,0,,,Low,Jul,2025,,
200741,C099,15/07/2025,14/08/2025,14/08/2025,2295,30,0,On Time,0,,,Low,Jul,2025,,
200742,C100,15/07/2025,14/08/2025,15/09/2025,150,30,32,Seriously Late,1,,,High,Jul,2025,,
200743,C012,15/07/2025,29/08/2025,13/09/2025,4960,45,15,Paid Late,0,,,Medium,Jul,2025,,
200744,C013,15/07/2025,29/08/2025,27/08/2025,18568,45,0,On Time,0,,,Low,Jul,2025,,
200745,C014,15/07/2025,14/08/2025,12/08/2025,3857,30,0,On Time,0,,,Low,Jul,2025,,
200746,C015,15/07/2025,13/09/2025,13/09/2025,3721,60,0,On Time,0,,,Low,Jul,2025,,
200747,C016,15/07/2025,29/08/2025,31/08/2025,1202,45,2,Paid Late,0,,,Low,Jul,2025,,
200748,C017,15/07/2025,14/08/2025,16/08/2025,3959,30,2,Paid Late,0,,,Low,Jul,2025,,
200749,C045,15/07/2025,14/08/2025,16/08/2025,4686,30,2,Paid Late,0,,,Low,Jul,2025,,
200750,C046,15/07/2025,29/08/2025,29/08/2025,3777,45,0,On Time,0,,,Low,Jul,2025,,
200751,C047,15/07/2025,13/09/2025,03/10/2025,3616,60,20,Seriously Late,0,,,Medium,Jul,2025,,
200752,C048,15/07/2025,14/08/2025,14/08/2025,874,30,0,On Time,0,,,Low,Jul,2025,,
200753,C049,15/07/2025,14/08/2025,15/08/2025,3188,30,1,Paid Late,0,,,Low,Jul,2025,,
200754,C050,15/07/2025,14/08/2025,14/08/2025,444,30,0,On Time,0,,,Low,Jul,2025,,
200755,C051,16/07/2025,15/08/2025,15/08/2025,720,30,0,On Time,0,,,Low,Jul,2025,,
200756,C052,16/07/2025,15/08/2025,20/08/2025,4405,30,5,Paid Late,0,,,Low,Jul,2025,,
200757,C053,16/07/2025,15/08/2025,17/08/2025,14438,30,2,Paid Late,0,,,Low,Jul,2025,,
200758,C054,16/07/2025,30/08/2025,04/09/2025,2322,45,5,Paid Late,0,,,Low,Jul,2025,,
200759,C082,16/07/2025,15/08/2025,15/08/2025,18509,30,0,On Time,0,,,Low,Jul,2025,,
200760,C083,16/07/2025,15/08/2025,15/08/2025,1771,30,0,On Time,0,,,Low,Jul,2025,,
200761,C084,16/07/2025,15/08/2025,14/10/2025,4251,30,60,Seriously Late,2,,,High,Jul,2025,,
200762,C085,16/07/2025,15/08/2025,15/08/2025,2366,30,0,On Time,0,,,Low,Jul,2025,,
200763,C086,16/07/2025,15/08/2025,,4127,30,0,On Time,0,,,Low,Jul,2025,,
200764,C095,16/07/2025,15/08/2025,18/08/2025,555,30,3,Paid Late,0,,,Low,Jul,2025,,
200765,C096,16/07/2025,15/08/2025,16/08/2025,894,30,1,Paid Late,0,,,Low,Jul,2025,,
200766,C097,16/07/2025,15/08/2025,14/08/2025,3605,30,0,On Time,0,,,Low,Jul,2025,,
200767,C098,16/07/2025,15/08/2025,15/08/2025,2812,30,0,On Time,0,,,Low,Jul,2025,,
200768,C099,16/07/2025,15/08/2025,10/08/2025,3351,30,0,On Time,0,,,Low,Jul,2025,,
200769,C100,16/07/2025,15/08/2025,19/09/2025,308,30,35,Seriously Late,1,,,High,Jul,2025,,
200770,C012,16/07/2025,30/08/2025,13/11/2025,2719,45,75,Seriously Late,2,,,High,Jul,2025,,
200771,C013,16/07/2025,30/08/2025,04/09/2025,3374,45,5,Paid Late,0,,,Low,Jul,2025,,
200772,C014,16/07/2025,15/08/2025,15/08/2025,2925,30,0,On Time,0,,,Low,Jul,2025,,
200773,C015,17/07/2025,15/09/2025,14/09/2025,2771,60,0,On Time,0,,,Low,Jul,2025,,
200774,C016,17/07/2025,31/08/2025,31/08/2025,109,45,0,On Time,0,,,Low,Jul,2025,,
200775,C017,17/07/2025,16/08/2025,17/09/2025,3317,30,32,Seriously Late,1,,,High,Jul,2025,,
200776,C045,17/07/2025,16/08/2025,31/08/2025,1626,30,15,Paid Late,0,,,Medium,Jul,2025,,
200777,C026,17/07/2025,31/08/2025,31/08/2025,6792,45,0,On Time,0,,,Low,Jul,2025,,
200778,C027,17/07/2025,15/09/2025,13/09/2025,17165,60,0,On Time,0,,,Low,Jul,2025,,
200779,C095,17/07/2025,16/08/2025,16/08/2025,1550,30,0,On Time,0,,,Low,Jul,2025,,
200780,C096,17/07/2025,16/08/2025,18/08/2025,8356,30,2,Paid Late,0,,,Low,Jul,2025,,
200781,C097,17/07/2025,16/08/2025,18/08/2025,3666,30,2,Paid Late,0,,,Low,Jul,2025,,
200782,C098,17/07/2025,16/08/2025,18/08/2025,1172,30,2,Paid Late,0,,,Low,Jul,2025,,
200783,C099,17/07/2025,16/08/2025,16/08/2025,2493,30,0,On Time,0,,,Low,Jul,2025,,
200784,C100,17/07/2025,16/08/2025,05/09/2025,4442,30,20,Seriously Late,0,,,Medium,Jul,2025,,
200785,C081,17/07/2025,16/08/2025,16/08/2025,1505,30,0,On Time,0,,,Low,Jul,2025,,
200786,C082,17/07/2025,16/08/2025,17/08/2025,19808,30,1,Paid Late,0,,,Low,Jul,2025,,
200787,C083,17/07/2025,16/08/2025,16/08/2025,1142,30,0,On Time,0,,,Low,Jul,2025,,
200788,C084,17/07/2025,16/08/2025,16/08/2025,987,30,0,On Time,0,,,Low,Jul,2025,,
200789,C085,18/07/2025,17/08/2025,22/08/2025,507,30,5,Paid Late,0,,,Low,Jul,2025,,
200790,C086,18/07/2025,17/08/2025,19/08/2025,4752,30,2,Paid Late,0,,,Low,Jul,2025,,
200791,C067,18/07/2025,17/08/2025,17/08/2025,7994,30,0,On Time,0,,,Low,Jul,2025,,
200792,C068,18/07/2025,17/08/2025,17/08/2025,606,30,0,On Time,0,,,Low,Jul,2025,,
200793,C069,18/07/2025,17/08/2025,17/08/2025,1525,30,0,On Time,0,,,Low,Jul,2025,,
200794,C070,18/07/2025,17/08/2025,16/10/2025,4262,30,60,Seriously Late,2,,,High,Jul,2025,,
200795,C071,18/07/2025,17/08/2025,17/08/2025,4224,30,0,On Time,0,,,Low,Jul,2025,,
200796,C072,18/07/2025,17/08/2025,17/08/2025,2758,30,0,On Time,0,,,Low,Jul,2025,,
200797,C073,18/07/2025,17/08/2025,20/08/2025,17739,30,3,Paid Late,0,,,Low,Jul,2025,,
200798,C074,18/07/2025,17/08/2025,18/08/2025,4601,30,1,Paid Late,0,,,Low,Jul,2025,,
200799,C075,18/07/2025,17/08/2025,16/08/2025,387,30,0,On Time,0,,,Low,Jul,2025,,
200800,C076,18/07/2025,01/09/2025,01/09/2025,1903,45,0,On Time,0,,,Low,Jul,2025,,
200801,C049,18/07/2025,17/08/2025,18/08/2025,3713,30,1,Paid Late,0,,,Low,Jul,2025,,
200802,C050,18/07/2025,17/08/2025,21/09/2025,3617,30,35,Seriously Late,1,,,High,Jul,2025,,
200803,C051,18/07/2025,17/08/2025,25/10/2025,3505,30,69,Seriously Late,2,,,High,Jul,2025,,
200804,C052,21/07/2025,20/08/2025,25/08/2025,18194,30,5,Paid Late,0,,,Low,Jul,2025,,
200805,C053,21/07/2025,20/08/2025,20/08/2025,1765,30,0,On Time,0,,,Low,Jul,2025,,
200806,C054,21/07/2025,04/09/2025,03/09/2025,4542,45,0,On Time,0,,,Low,Jul,2025,,
200807,C055,21/07/2025,04/09/2025,04/09/2025,3423,45,0,On Time,0,,,Low,Jul,2025,,
200808,C026,21/07/2025,04/09/2025,06/10/2025,2810,45,32,Seriously Late,1,,,High,Jul,2025,,
200809,C027,21/07/2025,19/09/2025,04/10/2025,2317,60,15,Paid Late,0,,,Medium,Jul,2025,,
200810,C028,21/07/2025,19/09/2025,17/09/2025,4164,60,0,On Time,0,,,Low,Jul,2025,,
200811,C029,21/07/2025,04/09/2025,02/09/2025,1163,45,0,On Time,0,,,Low,Jul,2025,,
200812,C030,21/07/2025,20/08/2025,20/08/2025,3918,30,0,On Time,0,,,Low,Jul,2025,,
200813,C031,21/07/2025,20/08/2025,22/08/2025,2122,30,2,Paid Late,0,,,Low,Jul,2025,,
200814,C032,21/07/2025,20/08/2025,22/08/2025,3676,30,2,Paid Late,0,,,Low,Jul,2025,,
200815,C033,21/07/2025,20/08/2025,22/08/2025,2962,30,2,Paid Late,0,,,Low,Jul,2025,,
200816,C034,21/07/2025,20/08/2025,20/08/2025,1381,30,0,On Time,0,,,Low,Jul,2025,,
200817,C035,21/07/2025,20/08/2025,09/09/2025,3698,30,20,Seriously Late,0,,,Medium,Jul,2025,,
200818,C017,21/07/2025,20/08/2025,20/08/2025,3760,30,0,On Time,0,,,Low,Jul,2025,,
200819,C018,21/07/2025,20/08/2025,21/08/2025,3786,30,1,Paid Late,0,,,Low,Jul,2025,,
200820,C019,21/07/2025,20/08/2025,20/08/2025,2508,30,0,On Time,0,,,Low,Jul,2025,,
200821,C020,21/07/2025,20/08/2025,20/08/2025,4993,30,0,On Time,0,,,Low,Jul,2025,,
200822,C021,21/07/2025,20/08/2025,25/08/2025,4805,30,5,Paid Late,0,,,Low,Jul,2025,,
200823,C022,22/07/2025,21/08/2025,23/08/2025,4882,30,2,Paid Late,0,,,Low,Jul,2025,,
200824,C023,22/07/2025,21/08/2025,26/08/2025,2737,30,5,Paid Late,0,,,Low,Jul,2025,,
200825,C024,22/07/2025,21/08/2025,21/08/2025,3964,30,0,On Time,0,,,Low,Jul,2025,,
200826,C006,22/07/2025,20/09/2025,20/09/2025,657,60,0,On Time,0,,,Low,Jul,2025,,
200827,C007,22/07/2025,21/08/2025,20/10/2025,1395,30,60,Seriously Late,2,,,High,Jul,2025,,
200828,C008,22/07/2025,20/09/2025,20/09/2025,2176,60,0,On Time,0,,,Low,Jul,2025,,
200829,C009,22/07/2025,21/08/2025,,2907,30,0,On Time,0,,,Low,Jul,2025,,
200830,C010,22/07/2025,21/08/2025,24/08/2025,4036,30,3,Paid Late,0,,,Low,Jul,2025,,
200831,C011,22/07/2025,21/08/2025,22/08/2025,1355,30,1,Paid Late,0,,,Low,Jul,2025,,
200832,C012,22/07/2025,05/09/2025,04/09/2025,2425,45,0,On Time,0,,,Low,Jul,2025,,
200833,C020,22/07/2025,21/08/2025,21/08/2025,1832,30,0,On Time,0,,,Low,Jul,2025,,
200834,C021,22/07/2025,21/08/2025,16/08/2025,2379,30,0,On Time,0,,,Low,Jul,2025,,
200835,C022,22/07/2025,21/08/2025,25/09/2025,258,30,35,Seriously Late,1,,,High,Jul,2025,,
200836,C023,22/07/2025,21/08/2025,04/11/2025,3282,30,75,Seriously Late,2,,,High,Jul,2025,,
200837,C024,23/07/2025,22/08/2025,27/08/2025,3804,30,5,Paid Late,0,,,Low,Jul,2025,,
200838,C025,23/07/2025,06/09/2025,06/09/2025,2372,45,0,On Time,0,,,Low,Jul,2025,,
200839,C026,23/07/2025,06/09/2025,05/09/2025,1384,45,0,On Time,0,,,Low,Jul,2025,,
200840,C027,23/07/2025,21/09/2025,21/09/2025,11401,60,0,On Time,0,,,Low,Jul,2025,,
200841,C095,23/07/2025,22/08/2025,23/09/2025,2449,30,32,Seriously Late,1,,,High,Jul,2025,,
200842,C096,23/07/2025,22/08/2025,06/09/2025,16989,30,15,Paid Late,0,,,Medium,Jul,2025,,
200843,C097,23/07/2025,22/08/2025,22/08/2025,4502,30,0,On Time,0,,,Low,Jul,2025,,
200844,C098,23/07/2025,22/08/2025,20/08/2025,686,30,0,On Time,0,,,Low,Jul,2025,,
200845,C099,23/07/2025,22/08/2025,22/08/2025,130,30,0,On Time,0,,,Low,Jul,2025,,
200846,C100,23/07/2025,22/08/2025,24/08/2025,2197,30,2,Paid Late,0,,,Low,Jul,2025,,
200847,C081,23/07/2025,22/08/2025,24/08/2025,4294,30,2,Paid Late,0,,,Low,Jul,2025,,
200848,C082,23/07/2025,22/08/2025,24/08/2025,913,30,2,Paid Late,0,,,Low,Jul,2025,,
200849,C083,23/07/2025,22/08/2025,22/08/2025,1066,30,0,On Time,0,,,Low,Jul,2025,,
200850,C084,23/07/2025,22/08/2025,11/09/2025,3609,30,20,Seriously Late,0,,,Medium,Jul,2025,,
200851,C085,23/07/2025,22/08/2025,22/08/2025,1852,30,0,On Time,0,,,Low,Jul,2025,,
200852,C086,23/07/2025,22/08/2025,23/08/2025,1427,30,1,Paid Late,0,,,Low,Jul,2025,,
200853,C087,23/07/2025,22/08/2025,22/08/2025,2002,30,0,On Time,0,,,Low,Jul,2025,,
200854,C088,23/07/2025,22/08/2025,22/08/2025,3845,30,0,On Time,0,,,Low,Jul,2025,,
200855,C089,24/07/2025,23/08/2025,28/08/2025,2913,30,5,Paid Late,0,,,Low,Jul,2025,,
200856,C066,24/07/2025,22/09/2025,24/09/2025,9573,60,2,Paid Late,0,,,Low,Jul,2025,,
200857,C067,24/07/2025,23/08/2025,23/08/2025,4247,30,0,On Time,0,,,Low,Jul,2025,,
200858,C068,24/07/2025,23/08/2025,23/08/2025,4185,30,0,On Time,0,,,Low,Jul,2025,,
200859,C069,24/07/2025,23/08/2025,23/08/2025,2277,30,0,On Time,0,,,Low,Jul,2025,,
200860,C070,24/07/2025,23/08/2025,22/10/2025,3591,30,60,Seriously Late,2,,,High,Jul,2025,,
200861,C071,24/07/2025,23/08/2025,23/08/2025,3818,30,0,On Time,0,,,Low,Jul,2025,,
200862,C072,24/07/2025,23/08/2025,23/08/2025,1106,30,0,On Time,0,,,Low,Jul,2025,,
200863,C073,24/07/2025,23/08/2025,26/08/2025,2837,30,3,Paid Late,0,,,Low,Jul,2025,,
200864,C074,24/07/2025,23/08/2025,24/08/2025,2278,30,1,Paid Late,0,,,Low,Jul,2025,,
200865,C075,24/07/2025,23/08/2025,22/08/2025,4664,30,0,On Time,0,,,Low,Jul,2025,,
200866,C076,24/07/2025,07/09/2025,07/09/2025,4246,45,0,On Time,0,,,Low,Jul,2025,,
200867,C049,24/07/2025,23/08/2025,24/08/2025,4985,30,1,Paid Late,0,,,Low,Jul,2025,,
200868,C050,24/07/2025,23/08/2025,27/09/2025,4096,30,35,Seriously Late,1,,,High,Jul,2025,,
200869,C051,24/07/2025,23/08/2025,06/11/2025,18421,30,75,Seriously Late,2,,,High,Jul,2025,,
200870,C052,24/07/2025,23/08/2025,28/08/2025,4635,30,5,Paid Late,0,,,Low,Jul,2025,,
200871,C053,24/07/2025,23/08/2025,23/08/2025,4550,30,0,On Time,0,,,Low,Jul,2025,,
200872,C054,25/07/2025,08/09/2025,07/09/2025,4839,45,0,On Time,0,,,Low,Jul,2025,,
200873,C055,25/07/2025,08/09/2025,08/09/2025,332,45,0,On Time,0,,,Low,Jul,2025,,
200874,C056,25/07/2025,23/09/2025,25/10/2025,4943,60,32,Seriously Late,1,,,High,Jul,2025,,
200875,C057,25/07/2025,24/08/2025,08/09/2025,1661,30,15,Paid Late,0,,,Medium,Jul,2025,,
200876,C025,25/07/2025,08/09/2025,06/09/2025,6358,45,0,On Time,0,,,Low,Jul,2025,,
200877,C026,25/07/2025,08/09/2025,06/09/2025,743,45,0,On Time,0,,,Low,Jul,2025,,
200878,C027,25/07/2025,23/09/2025,23/09/2025,2774,60,0,On Time,0,,,Low,Jul,2025,,
200879,C028,25/07/2025,23/09/2025,25/09/2025,107,60,2,Paid Late,0,,,Low,Jul,2025,,
200880,C029,25/07/2025,08/09/2025,10/09/2025,579,45,2,Paid Late,0,,,Low,Jul,2025,,
200881,C030,25/07/2025,24/08/2025,26/08/2025,2897,30,2,Paid Late,0,,,Low,Jul,2025,,
200882,C031,25/07/2025,24/08/2025,24/08/2025,4585,30,0,On Time,0,,,Low,Jul,2025,,
200883,C032,25/07/2025,24/08/2025,13/09/2025,15341,30,20,Seriously Late,0,,,Medium,Jul,2025,,
200884,C033,25/07/2025,24/08/2025,24/08/2025,3183,30,0,On Time,0,,,Low,Jul,2025,,
200885,C034,25/07/2025,24/08/2025,25/08/2025,2374,30,1,Paid Late,0,,,Low,Jul,2025,,
200886,C035,25/07/2025,24/08/2025,24/08/2025,4073,30,0,On Time,0,,,Low,Jul,2025,,
200887,C017,28/07/2025,27/08/2025,27/08/2025,3359,30,0,On Time,0,,,Low,Jul,2025,,
200888,C018,28/07/2025,27/08/2025,01/09/2025,2499,30,5,Paid Late,0,,,Low,Jul,2025,,
200889,C019,28/07/2025,27/08/2025,29/08/2025,3480,30,2,Paid Late,0,,,Low,Jul,2025,,
200890,C020,28/07/2025,27/08/2025,01/09/2025,706,30,5,Paid Late,0,,,Low,Jul,2025,,
200891,C021,28/07/2025,27/08/2025,27/08/2025,2244,30,0,On Time,0,,,Low,Jul,2025,,
200892,C022,28/07/2025,27/08/2025,27/08/2025,1120,30,0,On Time,0,,,Low,Jul,2025,,
200893,C023,28/07/2025,27/08/2025,26/10/2025,1828,30,60,Seriously Late,2,,,High,Jul,2025,,
200894,C024,28/07/2025,27/08/2025,27/08/2025,11454,30,0,On Time,0,,,Low,Jul,2025,,
200895,C025,28/07/2025,11/09/2025,,2078,45,0,On Time,0,,,Low,Jul,2025,,
200896,C001,28/07/2025,27/08/2025,30/08/2025,4601,30,3,Paid Late,0,,,Low,Jul,2025,,
200897,C002,28/07/2025,27/08/2025,28/08/2025,151,30,1,Paid Late,0,,,Low,Jul,2025,,
200898,C003,28/07/2025,27/08/2025,26/08/2025,449,30,0,On Time,0,,,Low,Jul,2025,,
200899,C004,28/07/2025,11/09/2025,11/09/2025,319,45,0,On Time,0,,,Low,Jul,2025,,
200900,C005,28/07/2025,11/09/2025,06/09/2025,4939,45,0,On Time,0,,,Low,Jul,2025,,
200901,C006,28/07/2025,26/09/2025,31/10/2025,2193,60,35,Seriously Late,1,,,High,Jul,2025,,
200902,C007,28/07/2025,27/08/2025,10/11/2025,3359,30,75,Seriously Late,2,,,High,Jul,2025,,
200903,C008,28/07/2025,26/09/2025,01/10/2025,1268,60,5,Paid Late,0,,,Low,Jul,2025,,
200904,C009,29/07/2025,28/08/2025,28/08/2025,5821,30,0,On Time,0,,,Low,Jul,2025,,
200905,C010,29/07/2025,28/08/2025,27/08/2025,2830,30,0,On Time,0,,,Low,Jul,2025,,
200906,C056,29/07/2025,27/09/2025,27/09/2025,4754,60,0,On Time,0,,,Low,Jul,2025,,
200907,C057,29/07/2025,28/08/2025,29/09/2025,2482,30,32,Seriously Late,1,,,High,Jul,2025,,
200908,C058,29/07/2025,28/08/2025,12/09/2025,1921,30,15,Paid Late,0,,,Medium,Jul,2025,,
200909,C059,29/07/2025,28/08/2025,28/08/2025,4001,30,0,On Time,0,,,Low,Jul,2025,,
200910,C060,29/07/2025,28/08/2025,26/08/2025,4192,30,0,On Time,0,,,Low,Jul,2025,,
200911,C061,29/07/2025,28/08/2025,28/08/2025,3441,30,0,On Time,0,,,Low,Jul,2025,,
200912,C062,29/07/2025,28/08/2025,30/08/2025,630,30,2,Paid Late,0,,,Low,Jul,2025,,
200913,C063,29/07/2025,12/09/2025,14/09/2025,452,45,2,Paid Late,0,,,Low,Jul,2025,,
200914,C064,29/07/2025,12/09/2025,14/09/2025,4594,45,2,Paid Late,0,,,Low,Jul,2025,,
200915,C065,29/07/2025,27/09/2025,27/09/2025,145,60,0,On Time,0,,,Low,Jul,2025,,
200916,C073,29/07/2025,28/08/2025,17/09/2025,3088,30,20,Seriously Late,0,,,Medium,Jul,2025,,
200917,C074,29/07/2025,28/08/2025,28/08/2025,4364,30,0,On Time,0,,,Low,Jul,2025,,
200918,C075,29/07/2025,28/08/2025,29/08/2025,1099,30,1,Paid Late,0,,,Low,Jul,2025,,
200919,C076,29/07/2025,12/09/2025,12/09/2025,835,45,0,On Time,0,,,Low,Jul,2025,,
200920,C077,29/07/2025,27/09/2025,27/09/2025,3800,60,0,On Time,0,,,Low,Jul,2025,,
200921,C078,29/07/2025,28/08/2025,02/09/2025,4827,30,5,Paid Late,0,,,Low,Jul,2025,,
200922,C079,29/07/2025,28/08/2025,30/08/2025,4900,30,2,Paid Late,0,,,Low,Jul,2025,,
200923,C080,30/07/2025,29/08/2025,29/08/2025,4089,30,0,On Time,0,,,Low,Jul,2025,,
200924,C081,30/07/2025,29/08/2025,29/08/2025,2979,30,0,On Time,0,,,Low,Jul,2025,,
200925,C082,30/07/2025,29/08/2025,29/08/2025,2445,30,0,On Time,0,,,Low,Jul,2025,,
200926,C083,30/07/2025,29/08/2025,28/10/2025,3387,30,60,Seriously Late,2,,,High,Jul,2025,,
200927,C019,30/07/2025,29/08/2025,29/08/2025,4882,30,0,On Time,0,,,Low,Jul,2025,,
200928,C020,30/07/2025,29/08/2025,29/08/2025,3801,30,0,On Time,0,,,Low,Jul,2025,,
200929,C021,30/07/2025,29/08/2025,01/09/2025,2495,30,3,Paid Late,0,,,Low,Jul,2025,,
200930,C022,30/07/2025,29/08/2025,30/08/2025,2991,30,1,Paid Late,0,,,Low,Jul,2025,,
200931,C023,30/07/2025,29/08/2025,28/08/2025,117,30,0,On Time,0,,,Low,Jul,2025,,
200932,C024,30/07/2025,29/08/2025,29/08/2025,519,30,0,On Time,0,,,Low,Jul,2025,,
200933,C025,30/07/2025,13/09/2025,14/09/2025,12396,45,1,Paid Late,0,,,Low,Jul,2025,,
200934,C077,30/07/2025,28/09/2025,02/11/2025,490,60,35,Seriously Late,1,,,High,Jul,2025,,
200935,C078,30/07/2025,29/08/2025,12/11/2025,318,30,75,Seriously Late,2,,,High,Jul,2025,,
200936,C079,30/07/2025,29/08/2025,03/09/2025,1656,30,5,Paid Late,0,,,Low,Jul,2025,,
200937,C080,30/07/2025,29/08/2025,29/08/2025,1020,30,0,On Time,0,,,Low,Jul,2025,,
200938,C081,30/07/2025,29/08/2025,28/08/2025,3746,30,0,On Time,0,,,Low,Jul,2025,,
200939,C082,30/07/2025,29/08/2025,29/08/2025,1957,30,0,On Time,0,,,Low,Jul,2025,,
200940,C083,30/07/2025,29/08/2025,30/09/2025,1416,30,32,Seriously Late,1,,,High,Jul,2025,,
200941,C084,30/07/2025,29/08/2025,13/09/2025,1852,30,15,Paid Late,0,,,Medium,Jul,2025,,
200942,C085,31/07/2025,30/08/2025,28/08/2025,5079,30,0,On Time,0,,,Low,Jul,2025,,
200943,C086,31/07/2025,30/08/2025,28/08/2025,311,30,0,On Time,0,,,Low,Jul,2025,,
200944,C087,31/07/2025,30/08/2025,30/08/2025,3992,30,0,On Time,0,,,Low,Jul,2025,,
200945,C088,31/07/2025,30/08/2025,01/09/2025,2572,30,2,Paid Late,0,,,Low,Jul,2025,,
200946,C037,31/07/2025,14/09/2025,16/09/2025,1458,45,2,Paid Late,0,,,Low,Jul,2025,,
200947,C038,31/07/2025,29/09/2025,01/10/2025,3045,60,2,Paid Late,0,,,Low,Jul,2025,,
200948,C039,31/07/2025,30/08/2025,30/08/2025,2261,30,0,On Time,0,,,Low,Jul,2025,,
200949,C040,31/07/2025,30/08/2025,19/09/2025,4954,30,20,Seriously Late,0,,,Medium,Jul,2025,,
200950,C041,31/07/2025,30/08/2025,30/08/2025,3620,30,0,On Time,0,,,Low,Jul,2025,,
200951,C042,31/07/2025,30/08/2025,31/08/2025,3693,30,1,Paid Late,0,,,Low,Jul,2025,,
200952,C043,31/07/2025,30/08/2025,30/08/2025,977,30,0,On Time,0,,,Low,Jul,2025,,
200953,C044,31/07/2025,30/08/2025,30/08/2025,2564,30,0,On Time,0,,,Low,Jul,2025,,
200954,C045,31/07/2025,30/08/2025,04/09/2025,2944,30,5,Paid Late,0,,,Low,Jul,2025,,
200955,C046,31/07/2025,14/09/2025,16/09/2025,1642,45,2,Paid Late,0,,,Low,Jul,2025,,
200956,C047,31/07/2025,29/09/2025,04/10/2025,1831,60,5,Paid Late,0,,,Low,Jul,2025,,
200957,C089,31/07/2025,30/08/2025,30/08/2025,758,30,0,On Time,0,,,Low,Jul,2025,,
200958,C090,31/07/2025,30/08/2025,30/08/2025,3860,30,0,On Time,0,,,Low,Jul,2025,,
200959,C091,31/07/2025,14/09/2025,13/11/2025,4146,45,60,Seriously Late,2,,,High,Jul,2025,,
200960,C092,31/07/2025,29/09/2025,29/09/2025,4276,60,0,On Time,0,,,Low,Jul,2025,,
200961,C093,01/08/2025,15/09/2025,,1238,45,0,On Time,0,,,Low,Aug,2025,,
200962,C094,01/08/2025,15/09/2025,18/09/2025,1889,45,3,Paid Late,0,,,Low,Aug,2025,,
200963,C095,01/08/2025,31/08/2025,01/09/2025,4667,30,1,Paid Late,0,,,Low,Aug,2025,,
200964,C096,01/08/2025,31/08/2025,30/08/2025,169,30,0,On Time,0,,,Low,Aug,2025,,
200965,C097,01/08/2025,31/08/2025,31/08/2025,3339,30,0,On Time,0,,,Low,Aug,2025,,
200966,C001,01/08/2025,31/08/2025,26/08/2025,848,30,0,On Time,0,,,Low,Aug,2025,,
200967,C002,01/08/2025,31/08/2025,05/10/2025,4284,30,35,Seriously Late,1,,,High,Aug,2025,,
200968,C003,01/08/2025,31/08/2025,14/11/2025,3051,30,75,Seriously Late,2,,,High,Aug,2025,,
200969,C004,01/08/2025,15/09/2025,20/09/2025,1044,45,5,Paid Late,0,,,Low,Aug,2025,,
200970,C005,01/08/2025,15/09/2025,15/09/2025,3639,45,0,On Time,0,,,Low,Aug,2025,,
200971,C006,01/08/2025,30/09/2025,29/09/2025,4240,60,0,On Time,0,,,Low,Aug,2025,,
200972,C007,01/08/2025,31/08/2025,31/08/2025,19663,30,0,On Time,0,,,Low,Aug,2025,,
200973,C008,01/08/2025,30/09/2025,01/11/2025,942,60,32,Seriously Late,1,,,High,Aug,2025,,
200974,C009,01/08/2025,31/08/2025,15/09/2025,2802,30,15,Paid Late,0,,,Medium,Aug,2025,,
200975,C010,01/08/2025,31/08/2025,31/08/2025,1652,30,0,On Time,0,,,Low,Aug,2025,,
200976,C011,04/08/2025,03/09/2025,01/09/2025,4047,30,0,On Time,0,,,Low,Aug,2025,,
200977,C012,04/08/2025,18/09/2025,18/09/2025,319,45,0,On Time,0,,,Low,Aug,2025,,
200978,C035,04/08/2025,03/09/2025,05/09/2025,3097,30,2,Paid Late,0,,,Low,Aug,2025,,
200979,C036,04/08/2025,03/09/2025,05/09/2025,2295,30,2,Paid Late,0,,,Low,Aug,2025,,
200980,C037,04/08/2025,18/09/2025,20/09/2025,4080,45,2,Paid Late,0,,,Low,Aug,2025,,
